Event Name,Opening,Individual Dates and Times,Show Notes,Total Events,Piano Tuning?,Series,Venue,Staff,After Today,Within Next Quarter,Within Next Month,Parsed Date,Parsed Time,Status
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
,,,,,FALSE,,,,FALSE,TRUE,TRUE,,,
